work_year,job_category,salary_in_usd,experience_level,employment_type,work_setting,company_location,company_size
2023,Data Science and Research,209450,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,167560,Senior,Full-time,Remote,United States,M
2021,Machine Learning and AI,185000,Senior,Full-time,Hybrid,United States,M
2020,Data Science and Research,164000,Senior,Full-time,Hybrid,United States,M
2023,Data Engineering,122000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,94000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,80000,Entry-level,Full-time,In-person,United States,M
2023,Data Engineering,52500,Entry-level,Full-time,In-person,United States,M
2023,Data Science and Research,238000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,149500,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,258000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,202000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,186600,Senior,Full-time,Remote,United States,M
2023,Data Engineering,116500,Senior,Full-time,Remote,United States,M
2023,Data Engineering,220000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,160000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,222200,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,136000,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,228000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,136000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,61520,Mid-level,Full-time,Remote,United Kingdom,M
2023,Data Engineering,43064,Mid-level,Full-time,Remote,United Kingdom,M
2023,Data Science and Research,175000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,145000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,195000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,140000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,180000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,165000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,220000,Mid-level,Full-time,Remote,United States,M
2023,Data Science and Research,190000,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning and AI,113366,Senior,Full-time,Hybrid,Germany,L
2023,Data Engineering,118539,Senior,Contract,Remote,Canada,L
2023,Data Analysis,86128,Mid-level,Full-time,Hybrid,United Kingdom,L
2023,BI and Visualization,167500,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,106500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,146000,Senior,Full-time,In-person,United Kingdom,M
2023,Machine Learning and AI,97400,Senior,Full-time,In-person,United Kingdom,M
2023,Data Science and Research,278700,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,159300,Senior,Full-time,In-person,United States,M
2023,Data Engineering,226600,Senior,Full-time,In-person,United States,M
2023,Data Engineering,140100,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,323300,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,184700,Senior,Full-time,In-person,United States,M
2023,Data Engineering,135000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,108000,Mid-level,Full-time,In-person,United States,M
2023,Data Analysis,40747,Entry-level,Full-time,In-person,Canada,L
2023,Data Engineering,170000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,120000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,166364,Senior,Full-time,In-person,United States,M
2023,Data Engineering,116455,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,145000,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,125000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,184950,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,119250,Senior,Full-time,In-person,United States,M
2023,Data Engineering,95000,Mid-level,Full-time,Remote,United States,M
2023,Data Engineering,76000,Mid-level,Full-time,Remote,United States,M
2023,Data Engineering,80000,Entry-level,Full-time,In-person,United States,M
2023,Data Engineering,52500,Entry-level,Full-time,In-person,United States,M
2023,Data Analysis,160000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,131000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,168000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,130000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,250000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,140000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,145000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,115000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,222000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,166500,Senior,Full-time,Remote,United States,M
2023,Data Engineering,205600,Senior,Full-time,Remote,United States,M
2023,Data Engineering,105700,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,136000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,104000,Senior,Full-time,Remote,United States,M
2023,BI and Visualization,138000,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,67000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,211200,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,176000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,230000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,135000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,80000,Mid-level,Full-time,Remote,United States,M
2023,Data Analysis,60000,Mid-level,Full-time,Remote,United States,M
2023,BI and Visualization,200000,Senior,Full-time,Remote,United States,M
2023,BI and Visualization,180000,Senior,Full-time,Remote,United States,M
2023,BI and Visualization,18381,Senior,Full-time,Remote,Turkey,L
2023,Data Science and Research,155000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,139500,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,128000,Mid-level,Full-time,In-person,United States,M
2023,BI and Visualization,81500,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,200000,Entry-level,Full-time,Remote,United States,M
2023,Data Science and Research,120000,Entry-level,Full-time,Remote,United States,M
2023,Data Science and Research,126500,Executive,Full-time,Remote,United States,M
2023,Data Science and Research,78000,Executive,Full-time,Remote,United States,M
2023,Data Science and Research,157750,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,104650,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,176000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,133000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,120000,Mid-level,Full-time,In-person,United States,M
2023,Data Analysis,100000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,70000,Mid-level,Full-time,Remote,France,M
2023,Machine Learning and AI,40000,Mid-level,Full-time,Remote,France,M
2023,Data Science and Research,190000,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,158080,Mid-level,Full-time,In-person,United States,M
2023,Data Analysis,182000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,150000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,171250,Senior,Full-time,In-person,United States,M
2023,Data Engineering,113750,Senior,Full-time,In-person,United States,M
2023,Data Engineering,252000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,129000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,231000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,200800,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,250800,Entry-level,Full-time,In-person,United States,M
2023,Data Science and Research,167200,Entry-level,Full-time,In-person,United States,M
2023,Data Science and Research,250800,Entry-level,Full-time,In-person,United States,M
2023,Data Science and Research,167200,Entry-level,Full-time,In-person,United States,M
2023,Data Science and Research,159100,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,120160,Senior,Full-time,Remote,United States,M
2023,Leadership and Management,140000,Senior,Full-time,Remote,United States,M
2023,Leadership and Management,110000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,165000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,149094,Mid-level,Full-time,In-person,United States,M
2023,Leadership and Management,290000,Executive,Full-time,Remote,United States,L
2023,BI and Visualization,247500,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,172200,Senior,Full-time,In-person,United States,M
2023,Data Engineering,175000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,130000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,225000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,156400,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,260000,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,136000,Senior,Full-time,In-person,United States,L
2023,Data Analysis,85000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,72250,Senior,Full-time,Remote,United States,M
2023,Data Engineering,162500,Executive,Full-time,In-person,United States,M
2023,Data Engineering,130000,Executive,Full-time,In-person,United States,M
2023,Leadership and Management,145000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,130000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,205600,Senior,Full-time,In-person,United States,L
2023,Data Engineering,105700,Senior,Full-time,In-person,United States,L
2023,Data Quality and Operations,23753,Entry-level,Full-time,Hybrid,Portugal,L
2023,Data Science and Research,83000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,63967,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,188600,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,111550,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,219300,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,143000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,232200,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,133300,Senior,Full-time,In-person,United States,M
2023,Data Engineering,130000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,80000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,204060,Senior,Full-time,Remote,Germany,M
2023,Machine Learning and AI,140358,Senior,Full-time,Remote,Germany,M
2023,Data Engineering,198900,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,183310,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,43064,Entry-level,Full-time,In-person,United Kingdom,M
2023,Data Science and Research,43064,Entry-level,Full-time,In-person,United Kingdom,M
2023,Machine Learning and AI,204500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,142200,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,392000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,224000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,233000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,199098,Senior,Full-time,In-person,United States,M
2023,Data Engineering,172000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,107000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,93919,Senior,Full-time,In-person,United States,M
2023,Data Analysis,51962,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,220000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,150000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,128000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,81500,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,200000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,150000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,208450,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,151600,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,208450,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,151600,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,240960,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,200800,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,120681,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,72409,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,192000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,164000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,80000,Entry-level,Full-time,In-person,United States,M
2023,Data Engineering,52500,Entry-level,Full-time,In-person,United States,M
2023,Data Science and Research,250000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,176000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,250000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,170000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,250000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,200000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,136000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,104000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,230000,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,175000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,38290,Senior,Full-time,Hybrid,Brazil,L
2023,Machine Learning and AI,215936,Executive,Full-time,Remote,United States,L
2023,Data Engineering,167500,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,106500,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,330000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,204000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,226600,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,140100,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,359170,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,310270,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,359170,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,295490,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,178560,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,148800,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,278700,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,159300,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,331640,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,283780,Senior,Full-time,In-person,United States,M
2023,Data Engineering,167954,Executive,Full-time,In-person,United States,M
2023,Data Engineering,115830,Executive,Full-time,In-person,United States,M
2023,Machine Learning and AI,150000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,125000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,331640,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,267720,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,185000,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,50000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,331640,Senior,Full-time,In-person,United States,M
2023,Data Engineering,283780,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,189110,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,139000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,199000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,145000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,199000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,142000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,230000,Senior,Full-time,Remote,United Kingdom,M
2023,Leadership and Management,170000,Senior,Full-time,Remote,United Kingdom,M
2023,Machine Learning and AI,331640,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,283780,Senior,Full-time,In-person,United States,M
2023,Data Analysis,66000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,52000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,110400,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,68000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,323300,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,184700,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,202000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,140000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,235000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,200000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,359170,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,295490,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,316000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,202000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,178560,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,148800,Senior,Full-time,In-person,United States,M
2023,Data Engineering,170000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,120000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,200000,Senior,Full-time,Remote,United States,L
2023,Machine Learning and AI,226600,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,140100,Senior,Full-time,In-person,United States,M
2023,Data Analysis,166500,Senior,Full-time,In-person,United States,M
2023,Data Analysis,113220,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,247500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,172200,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,365630,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,315850,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,185000,Senior,Full-time,In-person,United States,L
2023,BI and Visualization,79600,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,260000,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,136000,Senior,Full-time,In-person,United States,L
2023,Machine Learning and AI,287500,Mid-level,Full-time,In-person,Australia,M
2023,Machine Learning and AI,207500,Mid-level,Full-time,In-person,Australia,M
2023,Data Engineering,229000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,131000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,105000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,70000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,185000,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,86700,Senior,Full-time,In-person,United States,L
2023,Data Engineering,180000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,150000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,145000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,115000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,192300,Senior,Full-time,Remote,United States,M
2023,Data Analysis,153800,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,222200,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,136000,Senior,Full-time,In-person,United States,L
2023,Data Analysis,67419,Mid-level,Full-time,Hybrid,Canada,L
2023,Data Engineering,150000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,90000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,155000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,139500,Senior,Full-time,In-person,United States,M
2023,Data Analysis,131650,Mid-level,Full-time,In-person,United States,M
2023,Data Analysis,105320,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,222200,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,136000,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,204500,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,126400,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,309400,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,159100,Senior,Full-time,In-person,United States,L
2023,Machine Learning and AI,235400,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,160080,Senior,Full-time,Remote,United States,M
2023,Data Analysis,146190,Senior,Full-time,In-person,United States,M
2023,Data Analysis,119610,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,190000,Mid-level,Full-time,Remote,United States,M
2023,Data Science and Research,175000,Mid-level,Full-time,Remote,United States,M
2023,Data Science and Research,299500,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,245100,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,228856,Executive,Full-time,Remote,United Kingdom,M
2023,Data Science and Research,144540,Executive,Full-time,Remote,United Kingdom,M
2023,Data Science and Research,210000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,151800,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,331640,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,267720,Senior,Full-time,In-person,United States,M
2023,Data Architecture and Modeling,150000,Mid-level,Full-time,In-person,United States,M
2023,Data Architecture and Modeling,100000,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,126500,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,78000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,48585,Senior,Full-time,In-person,Spain,M
2023,Data Science and Research,38868,Senior,Full-time,In-person,Spain,M
2023,Data Analysis,126500,Senior,Full-time,In-person,United States,M
2023,Data Analysis,78000,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,167500,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,106500,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,105000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,70000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,300000,Mid-level,Full-time,In-person,United Kingdom,M
2023,Machine Learning and AI,200000,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Engineering,96000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,72000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,323300,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,184700,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,205150,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,167850,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,267100,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,167200,Senior,Full-time,Remote,United States,M
2023,BI and Visualization,247500,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,172200,Senior,Full-time,In-person,United States,M
2023,Data Analysis,130000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,110000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,253000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,156400,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,222200,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,136000,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,278700,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,159300,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,222750,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,182250,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,104024,Entry-level,Full-time,Hybrid,Switzerland,S
2023,Data Science and Research,50745,Mid-level,Full-time,Hybrid,Andorra,S
2023,Data Engineering,215000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,185000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,296400,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,148594,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,206000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,140250,Senior,Full-time,Remote,United States,M
2023,Leadership and Management,254500,Senior,Full-time,Remote,United States,L
2023,Leadership and Management,130900,Senior,Full-time,Remote,United States,L
2023,Data Science and Research,198000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,124000,Senior,Full-time,Remote,United States,M
2023,Leadership and Management,145000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,130000,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,234485,Senior,Full-time,Remote,United States,M
2023,BI and Visualization,112655,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,296400,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,148594,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,222200,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,136000,Senior,Full-time,In-person,United States,L
2023,Machine Learning and AI,200000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,150000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,125000,Entry-level,Full-time,In-person,United States,M
2023,Data Analysis,105000,Entry-level,Full-time,In-person,United States,M
2023,Data Science and Research,86128,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Science and Research,51676,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Engineering,70179,Mid-level,Full-time,Remote,France,M
2023,Data Engineering,64781,Mid-level,Full-time,Remote,France,M
2023,Data Science and Research,258000,Senior,Full-time,In-person,Canada,M
2023,Data Science and Research,190000,Senior,Full-time,In-person,Canada,M
2023,Data Science and Research,184184,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,167441,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,74087,Entry-level,Full-time,Remote,Canada,L
2023,Data Science and Research,32390,Entry-level,Full-time,In-person,Netherlands,L
2023,Data Engineering,204500,Executive,Full-time,In-person,United States,M
2023,Data Engineering,130000,Executive,Full-time,In-person,United States,M
2023,Leadership and Management,90000,Entry-level,Full-time,In-person,United States,M
2023,Leadership and Management,84000,Entry-level,Full-time,In-person,United States,M
2023,Data Science and Research,136000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,104000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,202400,Senior,Full-time,Remote,United States,M
2023,Data Engineering,147200,Senior,Full-time,Remote,United States,M
2023,Data Engineering,80000,Entry-level,Full-time,In-person,United States,M
2023,Data Engineering,52500,Entry-level,Full-time,In-person,United States,M
2023,Data Engineering,128000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,81500,Mid-level,Full-time,In-person,United States,M
2023,Data Analysis,105000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,75000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,95000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,75000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,167500,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,106500,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,139500,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,90000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,269500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,166600,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,330000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,204000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,252000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,129000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,180000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,165000,Senior,Full-time,Remote,United States,M
2023,BI and Visualization,192000,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,142000,Senior,Full-time,In-person,United States,M
2023,Data Quality and Operations,143000,Senior,Full-time,Remote,United States,M
2023,Data Quality and Operations,129000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,191000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,146000,Senior,Full-time,Remote,United States,M
2023,Data Management and Strategy,85000,Senior,Full-time,In-person,United States,M
2023,Data Management and Strategy,70000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,155000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,139500,Senior,Full-time,In-person,United States,M
2023,Data Engineering,147648,Senior,Full-time,Remote,United Kingdom,M
2023,Data Engineering,98432,Senior,Full-time,Remote,United Kingdom,M
2023,Data Analysis,138860,Senior,Full-time,In-person,United States,M
2023,Data Analysis,122720,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,212800,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,144800,Senior,Full-time,In-person,United States,M
2023,Data Analysis,250000,Mid-level,Full-time,Remote,United States,M
2023,Data Analysis,100000,Mid-level,Full-time,Remote,United States,M
2023,Data Science and Research,209450,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,167560,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,16000,Entry-level,Full-time,Remote,Ecuador,L
2023,Data Engineering,27000,Mid-level,Full-time,Remote,Portugal,S
2023,Leadership and Management,72000,Executive,Full-time,Remote,Mexico,S
2023,Data Engineering,172900,Senior,Full-time,In-person,United States,M
2023,Data Engineering,144100,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,230000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,175000,Senior,Full-time,Remote,United States,M
