work_year,job_category,salary_in_usd,experience_level,employment_type,work_setting,company_location,company_size
2023,Machine Learning and AI,200000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,175000,Senior,Full-time,Remote,United States,M
2023,BI and Visualization,185000,Senior,Full-time,In-person,United States,L
2023,BI and Visualization,79600,Senior,Full-time,In-person,United States,L
2023,Machine Learning and AI,180514,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,108308,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,200000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,150000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,208450,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,151600,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,324000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,159000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,155000,Mid-level,Full-time,Remote,United States,M
2023,Data Science and Research,135000,Mid-level,Full-time,Remote,United States,M
2023,Data Engineering,223250,Senior,Full-time,In-person,United States,M
2023,Data Engineering,156275,Senior,Full-time,In-person,United States,M
2023,Data Engineering,220000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,160000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,168000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,130000,Senior,Full-time,Remote,United States,M
2023,Leadership and Management,245000,Senior,Full-time,Remote,United States,M
2023,Leadership and Management,185000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,164000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,130000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,67500,Mid-level,Full-time,In-person,United States,M
2023,Data Analysis,46500,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,270000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,232200,Senior,Full-time,Remote,United States,M
2023,Data Engineering,43187,Mid-level,Full-time,Remote,Poland,L
2023,Data Analysis,105000,Mid-level,Full-time,In-person,United States,M
2023,Data Analysis,78000,Mid-level,Full-time,In-person,United States,M
2023,Leadership and Management,115500,Mid-level,Full-time,In-person,United States,M
2023,Leadership and Management,73500,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,370000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,220000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,155000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,130000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,178200,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,115000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,250000,Mid-level,Full-time,In-person,United States,M
2023,Data Analysis,125000,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,204000,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,150000,Mid-level,Full-time,In-person,United States,M
2023,Data Analysis,110000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,95000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,143000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,95000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,250000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,125000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,280000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,240000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,110400,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,68000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,216000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,184000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,192000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,164000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,220000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,160000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,225000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,156400,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,297300,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,198200,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,192000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,164000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,168000,Senior,Full-time,In-person,Canada,M
2023,Data Analysis,112000,Senior,Full-time,In-person,Canada,M
2023,Machine Learning and AI,204500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,142200,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,253430,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,212780,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,190000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,152000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,265800,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,165500,Senior,Full-time,Remote,United States,M
2023,Data Engineering,193000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,134000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,180000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,150000,Senior,Full-time,Remote,United States,M
2023,Leadership and Management,120681,Mid-level,Full-time,Remote,United States,M
2023,Leadership and Management,72409,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning and AI,180000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,139750,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,222200,Mid-level,Full-time,In-person,United States,L
2023,Data Science and Research,136000,Mid-level,Full-time,In-person,United States,L
2023,Data Engineering,254000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,200000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,260000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,192000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,272290,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,169374,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,195000,Senior,Full-time,Remote,United States,L
2023,Data Science and Research,204500,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,142200,Senior,Full-time,In-person,United States,M
2023,Data Analysis,17000,Mid-level,Full-time,Remote,Russia,L
2023,Data Engineering,181500,Senior,Full-time,In-person,United States,M
2023,Data Engineering,112200,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,204500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,142200,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,180000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,162000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,150000,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning and AI,100000,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning and AI,250500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,166600,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,247500,Executive,Full-time,In-person,United States,M
2023,Leadership and Management,172200,Executive,Full-time,In-person,United States,M
2023,Machine Learning and AI,247500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,172200,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,223290,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,131310,Senior,Full-time,In-person,United States,M
2020,Data Analysis,44753,Entry-level,Contract,Hybrid,Canada,L
2023,Machine Learning and AI,35000,Entry-level,Full-time,Remote,Germany,M
2023,Machine Learning and AI,53984,Senior,Full-time,Remote,Italy,S
2023,Machine Learning and AI,226600,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,140100,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,204500,Senior,Full-time,In-person,Canada,M
2023,Machine Learning and AI,142200,Senior,Full-time,In-person,Canada,M
2023,Data Science and Research,220000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,140000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,204600,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,126500,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,135960,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,70960,Senior,Full-time,In-person,United States,M
2023,Data Engineering,128750,Senior,Full-time,In-person,United States,M
2023,Data Engineering,86250,Senior,Full-time,In-person,United States,M
2023,Data Engineering,110736,Senior,Full-time,In-person,United Kingdom,M
2023,Data Engineering,92280,Senior,Full-time,In-person,United Kingdom,M
2023,Data Engineering,131000,Mid-level,Full-time,In-person,Colombia,M
2023,Data Engineering,88000,Mid-level,Full-time,In-person,Colombia,M
2023,Data Analysis,185100,Senior,Full-time,Remote,United States,M
2023,Data Analysis,133300,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,180000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,150000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,90000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,75000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,130000,Entry-level,Full-time,Remote,United States,L
2023,Data Analysis,73824,Senior,Full-time,In-person,United Kingdom,M
2023,Data Analysis,61520,Senior,Full-time,In-person,United Kingdom,M
2023,Leadership and Management,115500,Mid-level,Full-time,In-person,United States,M
2023,Leadership and Management,73500,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,125000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,85000,Mid-level,Full-time,In-person,United States,M
2023,Leadership and Management,80000,Mid-level,Full-time,In-person,United States,M
2023,Leadership and Management,70000,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,260000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,160000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,105000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,80000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,150000,Senior,Full-time,Remote,Canada,M
2023,Machine Learning and AI,95000,Senior,Full-time,Remote,Canada,M
2023,Data Engineering,204750,Senior,Full-time,In-person,United States,M
2023,Data Engineering,153550,Senior,Full-time,In-person,United States,M
2023,Data Analysis,150000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,120000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,150000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,110000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,200000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,141000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,230000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,175000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,150000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,120000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,207611,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,127876,Senior,Full-time,In-person,United States,M
2023,Data Analysis,175000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,135000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,100000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,75000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,170000,Mid-level,Full-time,Remote,United States,M
2023,Data Science and Research,144500,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning and AI,204500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,142200,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,255360,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,212800,Senior,Full-time,In-person,United States,M
2023,Data Engineering,170000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,100000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,106400,Senior,Full-time,In-person,United States,M
2023,Data Analysis,81800,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,130000,Mid-level,Full-time,Remote,United States,M
2023,Leadership and Management,69139,Mid-level,Full-time,Remote,United States,M
2023,BI and Visualization,100631,Mid-level,Full-time,In-person,Canada,M
2023,BI and Visualization,80505,Mid-level,Full-time,In-person,Canada,M
2023,Data Engineering,300105,Senior,Full-time,In-person,United States,M
2023,Data Engineering,151090,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,217600,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,145000,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,79976,Mid-level,Full-time,Remote,United Kingdom,M
2023,Data Science and Research,55368,Mid-level,Full-time,Remote,United Kingdom,M
2023,Data Engineering,129000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,110000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,185000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,50000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,210000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,108000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,80000,Mid-level,Full-time,In-person,United States,M
2023,Data Analysis,59500,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,250000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,173400,Senior,Full-time,In-person,United States,M
2023,Data Architecture and Modeling,215000,Senior,Full-time,Remote,United States,M
2023,Data Architecture and Modeling,153000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,210398,Senior,Full-time,In-person,United Kingdom,M
2023,Machine Learning and AI,147648,Senior,Full-time,In-person,United Kingdom,M
2023,Data Analysis,105000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,75000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,60000,Senior,Full-time,Remote,United States,L
2023,Machine Learning and AI,54000,Mid-level,Full-time,In-person,South Korea,S
2023,Data Engineering,202000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,132000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,185900,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,129300,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,204500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,142200,Senior,Full-time,In-person,United States,M
2023,Data Analysis,73824,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Analysis,61520,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Science and Research,316000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,202000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,81206,Mid-level,Full-time,In-person,United Kingdom,M
2023,Machine Learning and AI,330000,Executive,Full-time,In-person,United States,M
2023,Machine Learning and AI,188000,Executive,Full-time,In-person,United States,M
2023,BI and Visualization,140000,Mid-level,Full-time,In-person,United States,M
2023,BI and Visualization,110000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,190000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,170000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,180000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,162000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,150000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,125000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,140000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,105000,Senior,Full-time,In-person,United States,M
2023,Data Management and Strategy,90000,Mid-level,Full-time,Remote,United States,M
2023,Data Management and Strategy,73000,Mid-level,Full-time,Remote,United States,M
2023,Data Science and Research,145000,Mid-level,Full-time,Remote,United States,M
2023,Data Science and Research,115000,Mid-level,Full-time,Remote,United States,M
2023,Leadership and Management,145000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,130000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,204500,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,142200,Mid-level,Full-time,In-person,United States,M
2023,BI and Visualization,150000,Mid-level,Full-time,Remote,United States,M
2023,BI and Visualization,135000,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning and AI,247500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,172200,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,329500,Executive,Full-time,Remote,United States,M
2023,Leadership and Management,269600,Executive,Full-time,Remote,United States,M
2023,BI and Visualization,225000,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,156400,Senior,Full-time,In-person,United States,M
2023,Data Engineering,190000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,170000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,185900,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,129300,Mid-level,Full-time,In-person,United States,M
2023,Data Analysis,80000,Mid-level,Full-time,Remote,United States,M
2023,Data Analysis,70000,Mid-level,Full-time,Remote,United States,M
2023,Data Science and Research,204500,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,138900,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,204500,Senior,Full-time,In-person,Canada,M
2023,Machine Learning and AI,142200,Senior,Full-time,In-person,Canada,M
2023,Leadership and Management,115500,Mid-level,Full-time,In-person,United States,M
2023,Leadership and Management,73500,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,146000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,97000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,147100,Senior,Full-time,In-person,United States,M
2023,Data Engineering,90700,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,257000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,197000,Senior,Full-time,Remote,United States,M
2023,BI and Visualization,140000,Senior,Full-time,Remote,United States,M
2023,BI and Visualization,120000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,85000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,79000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,93919,Senior,Full-time,Remote,United States,M
2023,Data Analysis,51962,Senior,Full-time,Remote,United States,M
2023,Data Engineering,155000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,84800,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,250500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,166600,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,135344,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Science and Research,98432,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Engineering,174500,Executive,Full-time,In-person,United States,M
2023,Data Engineering,113000,Executive,Full-time,In-person,United States,M
2023,Data Engineering,135000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,90000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,246080,Executive,Full-time,In-person,United Kingdom,M
2023,Leadership and Management,184560,Executive,Full-time,In-person,United Kingdom,M
2023,Data Engineering,135000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,90000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,53120,Mid-level,Full-time,In-person,Estonia,M
2023,Data Analysis,33686,Mid-level,Full-time,In-person,Estonia,M
2023,Data Engineering,260000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,225000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,226600,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,140100,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,204600,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,126500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,340000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,212000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,213600,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,142400,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,153600,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,106800,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,309000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,142000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,125000,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning and AI,85000,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning and AI,226600,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,140100,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,303050,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,202350,Senior,Full-time,In-person,United States,M
2023,Data Engineering,143000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,95000,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,185000,Senior,Full-time,In-person,United States,L
2023,BI and Visualization,79600,Senior,Full-time,In-person,United States,L
2023,Data Science and Research,207900,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,158400,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,303050,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,202350,Senior,Full-time,In-person,United States,M
2023,Data Engineering,385000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,200000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,241300,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,211949,Senior,Full-time,In-person,United States,M
2023,Data Management and Strategy,115000,Senior,Full-time,Remote,United States,M
2023,Data Management and Strategy,90000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,172200,Mid-level,Full-time,Remote,United States,M
2023,Data Science and Research,131200,Mid-level,Full-time,Remote,United States,M
2023,Data Science and Research,105000,Entry-level,Full-time,In-person,United States,M
2023,Data Science and Research,70000,Entry-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,253000,Senior,Full-time,Remote,United States,M
2023,Machine Learning and AI,123800,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,240000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,142500,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,34924,Entry-level,Full-time,In-person,Poland,M
2023,Machine Learning and AI,330000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,204000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,180000,Executive,Full-time,Remote,United States,M
2023,Machine Learning and AI,160000,Executive,Full-time,Remote,United States,M
2023,BI and Visualization,193600,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,130838,Senior,Full-time,In-person,United States,M
2023,Data Engineering,225500,Senior,Full-time,In-person,United States,M
2023,Data Engineering,139400,Senior,Full-time,In-person,United States,M
2023,Data Engineering,143000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,95000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,328133,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,218755,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,250830,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,143370,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,260000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,160000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,203500,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,166500,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,180000,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,162000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineering,145000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,115000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,180400,Senior,Full-time,In-person,United States,M
2023,Data Analysis,138800,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,148350,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,87400,Senior,Full-time,In-person,United States,M
2023,Data Analysis,87500,Mid-level,Full-time,Remote,United States,M
2023,Data Analysis,62500,Mid-level,Full-time,Remote,United States,M
2023,Data Science and Research,157550,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,104650,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,115500,Mid-level,Full-time,In-person,United States,M
2023,Leadership and Management,73500,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,309000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,142000,Senior,Full-time,In-person,United States,M
2023,Data Engineering,139500,Senior,Full-time,Remote,United States,M
2023,Data Engineering,118575,Senior,Full-time,Remote,United States,M
2023,Data Analysis,129150,Senior,Full-time,In-person,United States,M
2023,Data Analysis,98400,Senior,Full-time,In-person,United States,M
2023,Data Analysis,192500,Senior,Full-time,Remote,United States,M
2023,Data Analysis,140000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,67672,Mid-level,Full-time,Remote,United Kingdom,M
2023,Data Engineering,67672,Mid-level,Full-time,Remote,United Kingdom,M
2023,BI and Visualization,98010,Senior,Full-time,In-person,United States,M
2023,BI and Visualization,66825,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,145000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,130000,Senior,Full-time,In-person,United States,M
2023,Data Analysis,95000,Mid-level,Full-time,Remote,United States,M
2023,Data Analysis,80000,Mid-level,Full-time,Remote,United States,M
2023,Data Science and Research,204500,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,142200,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,120000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,100000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,190000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,170000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,155000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,130000,Senior,Full-time,In-person,United States,M
2023,Leadership and Management,115500,Mid-level,Full-time,In-person,United States,M
2023,Leadership and Management,73500,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning and AI,204500,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,142200,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,170000,Mid-level,Full-time,In-person,United States,S
2023,Machine Learning and AI,120000,Mid-level,Full-time,In-person,United States,S
2023,Data Analysis,229000,Mid-level,Full-time,In-person,United States,M
2023,Data Analysis,131000,Mid-level,Full-time,In-person,United States,M
2023,Data Architecture and Modeling,104584,Senior,Full-time,In-person,United Kingdom,M
2023,Data Architecture and Modeling,92280,Senior,Full-time,In-person,United Kingdom,M
2023,Data Analysis,192000,Senior,Full-time,Remote,United States,M
2023,Data Analysis,164000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,181500,Senior,Full-time,In-person,United States,M
2023,Data Engineering,112200,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,223800,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,172100,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,258800,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,199200,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,185000,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,148000,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,193600,Senior,Full-time,In-person,United States,M
2023,Machine Learning and AI,119700,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,175750,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,136742,Senior,Full-time,In-person,United States,M
2023,Data Science and Research,257400,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,193500,Mid-level,Full-time,In-person,United States,M
2023,Data Science and Research,228856,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,144540,Senior,Full-time,Remote,United States,M
2023,Data Architecture and Modeling,170000,Senior,Full-time,Remote,United States,M
2023,Data Architecture and Modeling,140000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,155000,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,125000,Senior,Full-time,Remote,United States,M
2023,Data Architecture and Modeling,170000,Senior,Full-time,Remote,United States,M
2023,Data Architecture and Modeling,140000,Senior,Full-time,Remote,United States,M
2023,Data Engineering,150600,Senior,Full-time,Remote,United States,M
2023,Data Engineering,120500,Senior,Full-time,Remote,United States,M
2023,Data Science and Research,176000,Senior,Full-time,In-person,United States,M
